from 20200130-500KHABSM-4p78125mgml (Second Difference),,,,,,,,,,,,,,,from 20200130-500KHABSM-6p750mgml (Second Difference),,,,,,,,,,,,,,,from 20200130-500KHABSM-5p625mgml (Second Difference),,,,,,,,,,,,,,,from 20200130-500KHABSM-4p064mgml (Second Difference),,,,,,,,,,,,,,,from 20200130-500KHABSM-3p450mgml (Second Difference),,,,,,,,,,,,,
4,3.19,10.1718,27.17,4960.9,Compound,None,,,,4,3.2205 .. 3.1641,6.94,2950.9254,,4,3.19,12.6468,28.42,6453.78,Compound,None,,,,4,3.2205 .. 3.1641,7.05,3742.9477,,4,3.19,11.3073,27.49,5581.26,Compound,None,,,,4,3.2205 .. 3.1641,7.07,3305.5953,,4,3.19,8.9901,26.51,4279.17,Compound,None,,,,4,3.2205 .. 3.1641,6.97,2588.3074,,4,3.19,8.0662,26.18,3791.95,Compound,None,,,,4,3.2205 .. 3.1641,9.15,2308.2431
5,3.01,4.5571,31.91,2610.73,Compound,None,,,,5,3.0701 .. 2.9498,4.96,2109.8843,,5,3.01,5.5874,31.37,3147.3,Compound,None,,,,5,3.0701 .. 2.9498,4.83,2565.1164,,5,3.01,4.9977,31.63,2837.71,Compound,None,,,,5,3.0701 .. 2.9498,4.93,2301.8645,,5,3.01,4.0527,31.7,2306.62,Compound,None,,,,5,3.0701 .. 2.9498,5.02,1864.8818,,5,3.01,3.6656,31.61,2080.18,Compound,None,,,,5,3.0701 .. 2.9498,6.66,1680.7532
6,1.69,53.0514,4.18,3978.58,Compound,None,,,,6,1.7148 .. 1.6698,9.05,3849.1031,,6,1.69,66.7231,4.48,5365.95,Compound,None,,,,6,1.7148 .. 1.6698,9.93,5271.1585,,6,1.69,60.3994,4.38,4749.25,Compound,None,,,,6,1.7148 .. 1.6698,10.1,4720.391,,6,1.69,46.8046,4.16,3498.24,Compound,None,,,,6,1.7148 .. 1.6698,9.08,3373.1305,,6,1.69,41.8429,4.05,3043.09,Compound,None,,,,6,1.7148 .. 1.6698,11.69,2951.0015
7,0.84,12.2878,1.96,432.93,Compound,None,,,,7,0.8491 .. 0.8417,0.81,343.8168,,7,0.85,16.2494,2.07,604.21,Compound,None,,,,7,0.8491 .. 0.8417,0.88,464.7975,,7,0.84,14.2647,1.97,504.73,Compound,None,,,,7,0.8491 .. 0.8417,0.86,403.7427,,7,0.84,10.4977,2,377.53,Compound,None,,,,7,0.8491 .. 0.8417,0.79,294.1665,,7,0.84,9.2244,1.95,322.61,Compound,None,,,,7,0.8491 .. 0.8417,1.02,257.9078
conc (um),9.5625,time(s),0.75,irrad (t/f),FALSE,,,,,,,,,,conc (um),13.5,time(s),0.75,irrad (t/f),FALSE,,,,,,,,,,conc (um),11.25,time(s),0.75,irrad (t/f),FALSE,,,,,,,,,,conc (um),8.128,time(s),0.75,irrad (t/f),FALSE,,,,,,,,,,conc (um),6.9,time(s),0.75,irrad (t/f),FALSE,,,,,,,,
,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute
1,4.21,2.2241,1.75,69.87,Compound,None,,,,1,4.3199 .. 4.1667,2.92,1072.6469,,1,4.21,3.0266,28.52,1549.59,Compound,None,,,,1,4.3199 .. 4.1667,3.03,1625.6295,,1,4.2,2.6286,16.89,796.88,Compound,None,,,,1,4.3199 .. 4.1667,3.29,1397.0495,,1,4.21,1.9603,1.49,52.35,Compound,None,,,,1,4.3199 .. 4.1667,3,949.8995,,1,4.21,1.7335,1.49,46.29,Compound,None,,,,1,4.3199 .. 4.1667,2.96,842.1743
2,4.13,2.0308,23.83,868.7,Compound,None,,,,2,4.1667 .. 4.0025,2.6,955.1316,,2,4.13,2.7899,21.17,1060.54,Compound,None,,,,2,4.1667 .. 4.0025,2.72,1459.2081,,2,4.13,2.388,28.13,1205.86,Compound,None,,,,2,4.1667 .. 4.0025,2.92,1238.7158,,2,4.13,1.7656,1.4,44.37,Compound,None,,,,2,4.1667 .. 4.0025,2.68,847.3393,,2,4.12,1.616,23.75,688.98,Compound,None,,,,2,4.1667 .. 4.0025,2.76,785.5071
3,3.51,10.5156,27.27,5148.33,Compound,None,,,,3,3.5985 .. 3.4369,11.94,4380.3675,,3,3.51,13.5488,27.78,6757.53,Compound,None,,,,3,3.5985 .. 3.4369,11.03,5928.6148,,3,3.51,12.0355,27.52,5945.71,Compound,None,,,,3,3.5985 .. 3.4369,12.14,5153.0318,,3,3.51,9.2661,27.09,4506.95,Compound,None,,,,3,3.5985 .. 3.4369,11.96,3782.5826,,3,3.51,8.2044,27.07,3986.88,Compound,None,,,,3,3.5985 .. 3.4369,11.97,3408.6995
4,3.19,12.6583,27.88,6335.74,Compound,None,,,,4,3.2205 .. 3.1641,10.13,3716.8544,,4,3.19,16.0879,30.13,8702.17,Compound,None,,,,4,3.2205 .. 3.1641,9.03,4850.3142,,4,3.19,14.3281,28.81,7410.18,Compound,None,,,,4,3.2205 .. 3.1641,10.05,4265.6056,,4,3.19,11.1978,27.31,5490.26,Compound,None,,,,4,3.2205 .. 3.1641,10.33,3266.7701,,4,3.19,9.9122,26.8,4770.1,Compound,None,,,,4,3.2205 .. 3.1641,10.1,2876.6193
5,3.01,5.4832,32.98,3246.27,Compound,None,,,,5,3.0701 .. 2.9498,7.09,2602.9651,,5,3.01,6.7991,31.14,3800.85,Compound,None,,,,5,3.0701 .. 2.9498,6.15,3303.3264,,5,3.01,6.1048,33.46,3667.63,Compound,None,,,,5,3.0701 .. 2.9498,6.92,2937.39,,5,3.01,4.8879,33.15,2909.15,Compound,None,,,,5,3.0701 .. 2.9498,7.36,2326.1014,,5,3.01,4.3885,32.69,2575.29,Compound,None,,,,5,3.0701 .. 2.9498,7.26,2066.2697
6,1.69,64.4701,4.36,5050.25,Compound,None,,,,6,1.7148 .. 1.6698,13.32,4887.8575,,6,1.69,80.7561,4.65,6748.5,Compound,None,,,,6,1.7148 .. 1.6698,12.13,6515.1969,,6,1.69,73.1504,4.53,5954.25,Compound,None,,,,6,1.7148 .. 1.6698,13.68,5806.7683,,6,1.69,57.2821,4.35,4472.85,Compound,None,,,,6,1.7148 .. 1.6698,13.67,4322.2155,,6,1.69,50.48,4.22,3820.23,Compound,None,,,,6,1.7148 .. 1.6698,13.01,3705.2701
7,0.84,13.1912,1.96,464.19,Compound,None,,,,7,0.8491 .. 0.8417,1,366.9049,,7,0.85,17.3826,2.08,650.38,Compound,None,,,,7,0.8491 .. 0.8417,0.92,495.8158,,7,0.84,15.2123,1.99,542.42,Compound,None,,,,7,0.8491 .. 0.8417,1.01,430.8443,,7,0.84,11.2243,2.01,405.62,Compound,None,,,,7,0.8491 .. 0.8417,1,314.7046,,7,0.84,9.7514,1.95,340.82,Compound,None,,,,7,0.8491 .. 0.8417,0.95,270.2222
conc (um),9.5625,time(s),1,irrad (t/f),TRUE,,,,,,,,,,conc (um),13.5,time(s),1,irrad (t/f),TRUE,,,,,,,,,,conc (um),11.25,time(s),1,irrad (t/f),TRUE,,,,,,,,,,conc (um),8.128,time(s),1,irrad (t/f),TRUE,,,,,,,,,,conc (um),6.9,time(s),1,irrad (t/f),TRUE,,,,,,,,
,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute
1,4.21,1.866,24.47,819.63,Compound,None,,,,1,4.3199 .. 4.1667,2.13,856.8011,,1,4.21,2.4132,25.15,1089.61,Compound,None,,,,1,4.3199 .. 4.1667,2.29,1187.4422,,1,4.2,2.1616,17.06,662.11,Compound,None,,,,1,4.3199 .. 4.1667,2.93,1127.31,,1,4.21,1.6359,1.57,46.25,Compound,None,,,,1,4.3199 .. 4.1667,2.14,752.1224,,1,4.21,1.4634,11.2,294.24,Compound,None,,,,1,4.3199 .. 4.1667,2.14,675.8515
2,4.13,1.709,1.31,40.27,Compound,None,,,,2,4.1667 .. 4.0025,1.96,787.5274,,2,4.13,2.2627,3.06,124.4,Compound,None,,,,2,4.1667 .. 4.0025,2,1037.7418,,2,4.13,2.0171,0.61,22.18,Compound,None,,,,2,4.1667 .. 4.0025,2.58,992.5145,,2,4.14,1.4309,9.71,249.48,Compound,None,,,,2,4.1667 .. 4.0025,1.94,679.8844,,2,4.12,1.3534,23.41,568.68,Compound,None,,,,2,4.1667 .. 4.0025,2.05,647.2869
3,3.51,7.9216,26.81,3813.25,Compound,None,,,,3,3.5985 .. 3.4369,8.12,3266.0639,,3,3.51,9.9229,27.03,4815.29,Compound,None,,,,3,3.5985 .. 3.4369,8.11,4206.656,,3,3.51,8.9419,27.06,4343.89,Compound,None,,,,3,3.5985 .. 3.4369,9.93,3824.4625,,3,3.51,6.9615,26.78,3347.21,Compound,None,,,,3,3.5985 .. 3.4369,8.02,2815.0124,,3,3.51,6.2687,26.8,3015.93,Compound,None,,,,3,3.5985 .. 3.4369,8.24,2603.8456
4,3.19,9.598,26.93,4640.84,Compound,None,,,,4,3.2205 .. 3.1641,6.9,2776.7882,,4,3.19,11.9238,28.17,6030.91,Compound,None,,,,4,3.2205 .. 3.1641,6.78,3516.2273,,4,3.19,10.6974,27.44,5269.69,Compound,None,,,,4,3.2205 .. 3.1641,8.13,3130.8151,,4,3.19,8.4707,26.33,4003.92,Compound,None,,,,4,3.2205 .. 3.1641,6.94,2433.8426,,4,3.19,7.597,26.09,3557.95,Compound,None,,,,4,3.2205 .. 3.1641,6.88,2176.6252
5,3.01,4.3633,31.57,2472.81,Compound,None,,,,5,3.0701 .. 2.9498,4.98,2004.3765,,5,3.01,5.3404,31.23,2994.71,Compound,None,,,,5,3.0701 .. 2.9498,4.72,2448.4888,,5,3.01,4.7415,31.16,2652.42,Compound,None,,,,5,3.0701 .. 2.9498,5.58,2151.497,,5,3.01,3.8703,31.45,2185.34,Compound,None,,,,5,3.0701 .. 2.9498,5.02,1763.0158,,5,3.01,3.4978,31.36,1969.26,Compound,None,,,,5,3.0701 .. 2.9498,5.02,1588.5557
6,1.69,50.5764,4.15,3772.69,Compound,None,,,,6,1.7148 .. 1.6698,9.08,3653.5969,,6,1.69,62.6243,4.38,4929.68,Compound,None,,,,6,1.7148 .. 1.6698,9.24,4796.8871,,6,1.69,55.9969,4.28,4300.01,Compound,None,,,,6,1.7148 .. 1.6698,10.85,4181.3264,,6,1.69,44.5285,4.15,3313.95,Compound,None,,,,6,1.7148 .. 1.6698,9.11,3196.105,,6,1.69,39.9258,4.03,2891.51,Compound,None,,,,6,1.7148 .. 1.6698,8.87,2805.4372
7,0.84,12.121,1.95,425.42,Compound,None,,,,7,0.8491 .. 0.8417,0.84,337.4001,,7,0.84,15.7987,2.05,582.33,Compound,None,,,,7,0.8491 .. 0.8417,0.86,448.287,,7,0.84,13.7372,1.99,489.6,Compound,None,,,,7,0.8491 .. 0.8417,1.01,388.6236,,7,0.84,10.3249,2.01,372.96,Compound,None,,,,7,0.8491 .. 0.8417,0.83,289.9982,,7,0.84,9.0986,1.95,317.9,Compound,None,,,,7,0.8491 .. 0.8417,0.8,252.8089
conc (um),9.5625,time(s),1,irrad (t/f),FALSE,,,,,,,,,,conc (um),13.5,time(s),1,irrad (t/f),FALSE,,,,,,,,,,conc (um),11.25,time(s),1,irrad (t/f),FALSE,,,,,,,,,,conc (um),8.128,time(s),1,irrad (t/f),FALSE,,,,,,,,,,conc (um),6.9,time(s),1,irrad (t/f),FALSE,,,,,,,,
,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute
1,4.21,2.2304,26.65,1067.24,Compound,None,,,,1,4.3199 .. 4.1667,2.95,1070.7917,,1,4.21,2.9931,28.31,1521.24,Compound,None,,,,1,4.3199 .. 4.1667,3.13,1550.2366,,1,4.2,2.5697,16.1,742.72,Compound,None,,,,1,4.3199 .. 4.1667,3.07,1331.5963,,1,4.21,1.9702,1.57,55.71,Compound,None,,,,1,4.3199 .. 4.1667,2.98,949.038,,1,4.21,1.742,1.49,46.52,Compound,None,,,,1,4.3199 .. 4.1667,3.11,841.0529
2,4.13,2.0109,25.07,905.12,Compound,None,,,,2,4.1667 .. 4.0025,2.65,960.7138,,2,4.13,2.7224,1.49,72.7,Compound,None,,,,2,4.1667 .. 4.0025,2.77,1372.7288,,2,4.13,2.3518,27.83,1175.04,Compound,None,,,,2,4.1667 .. 4.0025,2.69,1166.0795,,2,4.14,1.7316,8.75,271.99,Compound,None,,,,2,4.1667 .. 4.0025,2.67,850.9277,,2,4.12,1.6051,2.97,85.72,Compound,None,,,,2,4.1667 .. 4.0025,2.91,785.1567
3,3.51,10.5882,27.24,5177.47,Compound,None,,,,3,3.5985 .. 3.4369,12.11,4390.0147,,3,3.51,13.6245,27.78,6794.91,Compound,None,,,,3,3.5985 .. 3.4369,11.95,5913.0075,,3,3.51,12.1017,27.5,5975.86,Compound,None,,,,3,3.5985 .. 3.4369,11.83,5135.0704,,3,3.51,9.3187,27.18,4547.97,Compound,None,,,,3,3.5985 .. 3.4369,11.92,3800.6184,,3,3.51,8.2446,27.13,4016.28,Compound,None,,,,3,3.5985 .. 3.4369,12.66,3418.7328
4,3.19,12.7333,28.04,6409.23,Compound,None,,,,4,3.2205 .. 3.1641,10.32,3740.4533,,4,3.19,16.1995,30.19,8780.99,Compound,None,,,,4,3.2205 .. 3.1641,9.86,4880.2694,,4,3.19,14.3967,28.87,7461.31,Compound,None,,,,4,3.2205 .. 3.1641,9.88,4287.4968,,4,3.19,11.2735,27.46,5557.13,Compound,None,,,,4,3.2205 .. 3.1641,10.32,3290.9408,,4,3.19,9.9718,26.98,4830.96,Compound,None,,,,4,3.2205 .. 3.1641,10.73,2897.7049
5,3.01,5.5232,33.11,3283.33,Compound,None,,,,5,3.0701 .. 2.9498,7.25,2628.8412,,5,3.01,6.8059,31.43,3840.23,Compound,None,,,,5,3.0701 .. 2.9498,6.67,3302.4843,,5,3.01,6.1089,33.44,3667.68,Compound,None,,,,5,3.0701 .. 2.9498,6.76,2934.9065,,5,3.01,4.9262,34.86,3082.84,Compound,None,,,,5,3.0701 .. 2.9498,7.35,2344.8076,,5,3.01,4.4231,32.6,2588.96,Compound,None,,,,5,3.0701 .. 2.9498,7.68,2075.9618
6,1.69,65.3482,4.37,5128.36,Compound,None,,,,6,1.7148 .. 1.6698,13.7,4966.9082,,6,1.69,82.391,4.7,6946.87,Compound,None,,,,6,1.7148 .. 1.6698,13.6,6731.8082,,6,1.69,74.3945,4.57,6101.59,Compound,None,,,,6,1.7148 .. 1.6698,13.77,5976.6662,,6,1.69,57.9573,4.37,4545.16,Compound,None,,,,6,1.7148 .. 1.6698,13.77,4390.0826,,6,1.69,51.0332,4.23,3874.89,Compound,None,,,,6,1.7148 .. 1.6698,13.91,3756.8541
7,0.84,13.2868,1.96,467.43,Compound,None,,,,7,0.8491 .. 0.8417,1.02,368.6923,,7,0.85,17.5383,2.09,658.2,Compound,None,,,,7,0.8491 .. 0.8417,1.01,500.9801,,7,0.84,15.337,1.99,548.81,Compound,None,,,,7,0.8491 .. 0.8417,1.01,436.2699,,7,0.84,11.2386,2.03,408.95,Compound,None,,,,7,0.8491 .. 0.8417,0.99,316.2653,,7,0.84,9.8247,1.95,343.91,Compound,None,,,,7,0.8491 .. 0.8417,1.01,272.0072
conc (um),9.5625,time(s),1.25,irrad (t/f),TRUE,,,,,,,,,,conc (um),13.5,time(s),1.25,irrad (t/f),TRUE,,,,,,,,,,conc (um),11.25,time(s),1.25,irrad (t/f),TRUE,,,,,,,,,,conc (um),8.128,time(s),1.25,irrad (t/f),TRUE,,,,,,,,,,conc (um),6.9,time(s),1.25,irrad (t/f),TRUE,,,,,,,,
,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute
1,4.21,1.8058,24.27,786.8,Compound,None,,,,1,4.3199 .. 4.1667,2.17,831.2953,,1,4.21,2.3879,24.8,1063.02,Compound,None,,,,1,4.3199 .. 4.1667,2.08,1172.7476,,1,4.2,2.1067,17.85,675.07,Compound,None,,,,1,4.3199 .. 4.1667,2.15,1083.2664,,1,4.21,1.5699,1.66,46.85,Compound,None,,,,1,4.3199 .. 4.1667,2.14,711.8561,,1,4.21,1.406,1.31,33.13,Compound,None,,,,1,4.3199 .. 4.1667,2.18,658.7116
2,4.13,1.6653,22.92,685.38,Compound,None,,,,2,4.1667 .. 4.0025,1.97,756.2696,,2,4.13,2.2308,35.07,1404.73,Compound,None,,,,2,4.1667 .. 4.0025,1.84,1035.5409,,2,4.13,1.9619,25.76,907.38,Compound,None,,,,2,4.1667 .. 4.0025,1.93,971.8027,,2,4.14,1.3931,1.66,41.58,Compound,None,,,,2,4.1667 .. 4.0025,1.94,645.0115,,2,4.12,1.3213,0.52,12.45,Compound,None,,,,2,4.1667 .. 4.0025,2.07,626.6
3,3.51,7.5355,26.8,3625.15,Compound,None,,,,3,3.5985 .. 3.4369,8.08,3097.5965,,3,3.51,9.4395,26.93,4564.65,Compound,None,,,,3,3.5985 .. 3.4369,7.13,4012.4538,,3,3.51,8.4726,27,4106.61,Compound,None,,,,3,3.5985 .. 3.4369,7.15,3597.6761,,3,3.51,6.5729,26.5,3126.65,Compound,None,,,,3,3.5985 .. 3.4369,7.98,2649.9269,,3,3.51,5.9813,26.77,2874.56,Compound,None,,,,3,3.5985 .. 3.4369,8.2,2481.3079
4,3.19,9.1288,26.95,4416.89,Compound,None,,,,4,3.2205 .. 3.1641,6.88,2637.1867,,4,3.19,11.3903,28.01,5728.22,Compound,None,,,,4,3.2205 .. 3.1641,5.95,3347.5286,,4,3.19,10.1723,27.43,5008.71,Compound,None,,,,4,3.2205 .. 3.1641,5.9,2968.4429,,4,3.19,8.023,26.25,3780.67,Compound,None,,,,4,3.2205 .. 3.1641,6.92,2300.5024,,4,3.19,7.2501,26.17,3406.12,Compound,None,,,,4,3.2205 .. 3.1641,6.86,2075.0404
5,3.01,4.1851,31.11,2337.64,Compound,None,,,,5,3.0701 .. 2.9498,4.96,1900.5265,,5,3.01,5.1434,31.14,2875.19,Compound,None,,,,5,3.0701 .. 2.9498,4.16,2344.5822,,5,3.01,4.5931,31.25,2576.87,Compound,None,,,,5,3.0701 .. 2.9498,4.17,2100.8521,,5,3.01,3.7012,30.95,2056.85,Compound,None,,,,5,3.0701 .. 2.9498,5.02,1669.5241,,5,3.01,3.3636,30.93,1867.74,Compound,None,,,,5,3.0701 .. 2.9498,5,1512.4451
6,1.69,48.3469,4.14,3591.53,Compound,None,,,,6,1.7148 .. 1.6698,9.08,3481.35,,6,1.69,59.6901,4.35,4659.53,Compound,None,,,,6,1.7148 .. 1.6698,8.06,4539.8695,,6,1.69,53.4421,4.26,4085.05,Compound,None,,,,6,1.7148 .. 1.6698,7.94,3999.7678,,6,1.69,42.4106,4.13,3145.41,Compound,None,,,,6,1.7148 .. 1.6698,9.14,3035.545,,6,1.69,38.2169,4.02,2758.23,Compound,None,,,,6,1.7148 .. 1.6698,8.86,2679.6231
7,0.84,11.9098,1.96,419.82,Compound,None,,,,7,0.8491 .. 0.8417,0.87,332.3461,,7,0.85,15.5349,2.06,574.09,Compound,None,,,,7,0.8491 .. 0.8417,0.78,439.59,,7,0.84,13.5239,1.98,481.19,Compound,None,,,,7,0.8491 .. 0.8417,0.76,383.1131,,7,0.84,10.1395,2.01,366.68,Compound,None,,,,7,0.8491 .. 0.8417,0.86,284.4686,,7,0.84,8.9797,1.95,314.58,Compound,None,,,,7,0.8491 .. 0.8417,0.83,250.0504
conc (um),9.5625,time(s),1.25,irrad (t/f),FALSE,,,,,,,,,,conc (um),13.5,time(s),1.25,irrad (t/f),FALSE,,,,,,,,,,conc (um),11.25,time(s),1.25,irrad (t/f),FALSE,,,,,,,,,,conc (um),8.128,time(s),1.25,irrad (t/f),FALSE,,,,,,,,,,conc (um),6.9,time(s),1.25,irrad (t/f),FALSE,,,,,,,,
,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute
